building_id,canonical_name,alias_added,reason,rule_triggered,confidence,resolved_by,timestamp
2300,Runwal Bliss,Runwal Bliss - Phase,✓ High name similarity 90%; ✓ Same area: Kanjur Marg; ✓ Same developer: Runwal Group; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
3093,Runwal Chestnut,Runwal,✓ High name similarity 90%; ✓ Same area: Mulund West; ✓ Same developer: Runwal Group; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
3093,Runwal Greens,Runwal,✓ High name similarity 90%; ✓ Same area: Mulund West; ✓ Same developer: Runwal Group; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
3093,Runwal Pinnacle,Runwal,✓ High name similarity 90%; ✓ Same area: Mulund West; ✓ Same developer: Runwal Group; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
3227,Runwal Nirvana,Runwal Nirwana,✓ High name similarity 93%; ✓ Same area: Parel; ✓ Same developer: Runwal Group; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
3467,Rustomjee Crown,Rustomjee Crown Tower A,✓ High name similarity 94%; ✓ Same area: Prabhadevi; ✓ Same developer: Rustomjee Group; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
3467,Rustomjee Crown,Rustomjee Crown Tower B,✓ High name similarity 94%; ✓ Same area: Prabhadevi; ✓ Same developer: Rustomjee Group; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
3467,Rustomjee Crown,Rustomjee Crown Tower C,✓ High name similarity 94%; ✓ Same area: Prabhadevi; ✓ Same developer: Rustomjee Group; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
3467,Rustomjee Crown Tower A,Rustomjee Crown Tower B,✓ High name similarity 94%; ✓ Same area: Prabhadevi; ✓ Same developer: Rustomjee Group; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
3467,Rustomjee Crown Tower A,Rustomjee Crown Tower C,✓ High name similarity 94%; ✓ Same area: Prabhadevi; ✓ Same developer: Rustomjee Group; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
3467,Rustomjee Crown Tower B,Rustomjee Crown Tower C,✓ High name similarity 94%; ✓ Same area: Prabhadevi; ✓ Same developer: Rustomjee Group; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
3979,Rustomjee Azziano,Rustomjee Azziano J Wing,✓ High name similarity 90%; ✓ Same area: Thane West; ✓ Same developer: Rustomjee Group; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
4283,Runwal Reserve,Runwal Reserve ( Worli,✓ High name similarity 90%; ✓ Same area: Worli; ✓ Same developer: Runwal Group; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
658,Samarth Deep,Samartha Deep,✓ High name similarity 96%; ✓ Same area: Andheri West; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
675,Saujanya Rachanaa,Saujanya Rachnaa,✓ High name similarity 97%; ✓ Same area: Andheri West; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
914,Shapoorji Pallonji,Shapoorji Pallonji BKC,✓ High name similarity 90%; ✓ Same area: Bandra East; ✓ Same developer: Shapoorji Pallonji; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
3990,Sheth Avalon,Sheth Avalon G Wing,✓ High name similarity 90%; ✓ Same area: Thane West; ✓ Same developer: Sheth Developers; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
1282,Sona Villa,Soona Villa,✓ High name similarity 95%; ✓ Same area: Bandra West; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
2563,Sosar Solitaire,Sosar Solitare,✓ High name similarity 97%; ✓ Same area: Khar West; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
1962,Sunteck City,Sunteck City Avenue,✓ High name similarity 90%; ✓ Same area: Goregaon West; ✓ Same developer: Sunteck Realty; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
2569,Suraj Ashiana,Suraj Ashiyana Apartment,✓ High name similarity 96%; ✓ Same area: Khar West; ~ Partial developer info; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,88,AI,2026-06-26
3480,Sumer Trinity,Summer Trinity,✓ High name similarity 96%; ✓ Same area: Prabhadevi; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
747,Sweet Home,Sweet Homes,✓ High name similarity 95%; ✓ Same area: Andheri West; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
153,Time Square,Times Square,✓ High name similarity 96%; ✓ Same area: Andheri East; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
3236,Vardhaman Estate,Vardhman Estate,✓ High name similarity 97%; ✓ Same area: Parel; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
2596,Viraj Bliss,Viraj-Bliss,✓ High name similarity 95%; ✓ Same area: Khar West; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
3104,Wadhwa Atmosphere,Wadhwa Atmosphere O2,✓ High name similarity 92%; ✓ Same area: Mulund West; ✓ Same developer: Wadhwa Group; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
167,Wellington Business Park 1,Wellington Business Park 2,✓ High name similarity 96%; ✓ Same area: Andheri East; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
184,Adani Inspire,Adani Inspire Hub,✓ High name similarity 90%; ✓ Same area: Andheri West; ✓ Same developer: Adani Realty; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
2148,Auriegae Residency,Aurigae Residency,✓ High name similarity 97%; ✓ Same area: Kandivali East; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
233,Beverley Hills,Beverly Hills,✓ High name similarity 96%; ✓ Same area: Andheri West; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
3759,Celestia Space,Celestia Spaces,✓ High name similarity 97%; ✓ Same area: Sewri; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
269,Cosmos Plaza,Cosmos Plazza,✓ High name similarity 96%; ✓ Same area: Andheri West; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
3422,Cosmo Majestic,Cosmos Majestic,✓ High name similarity 97%; ✓ Same area: Prabhadevi; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
288,DLH Metro View,DLH Metroview,✓ High name similarity 96%; ✓ Same area: Andheri West; ✓ Same developer: DLH Group; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,100,AI,2026-06-26
848,Ekta Everglades,Ektaa Everglades,✓ High name similarity 97%; ✓ Same area: Bandra West; ✓ Same developer: Ekta World; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,100,AI,2026-06-26
1382,Ekta Bhoomi Garden,Ekta Bhoomi Garden III,✓ High name similarity 90%; ✓ Same area: Borivali East; ✓ Same developer: Ekta World; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
1382,Ekta Bhoomi Garden,Ekta Bhoomi Gardens,✓ High name similarity 97%; ✓ Same area: Borivali East; ✓ Same developer: Ekta World; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,100,AI,2026-06-26
331,Fair Link Centre,Fairlink Centre,✓ High name similarity 97%; ✓ Same area: Andheri West; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
349,Golden Chamber,Golden Chambers,✓ High name similarity 97%; ✓ Same area: Andheri West; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
3605,Gokul Shushma,Gokul Sushma,✓ High name similarity 96%; ✓ Same area: Santacruz West; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
4060,Godrej Trees,Godrej Trees I,✓ High name similarity 92%; ✓ Same area: Vikhroli; ✓ Same developer: Godrej Properties; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
386,Indra Darshan,Indradarshan,✓ High name similarity 96%; ✓ Same area: Andheri West; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
389,Infinia Grand,Infinia Grande,✓ High name similarity 96%; ✓ Same area: Andheri West; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
1747,Indiabulls Sky,Indiabulls Sky Forest,✓ High name similarity 90%; ✓ Same area: Lower Parel; ✓ Same developer: Indiabulls Real Estate; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
2675,Indiabulls Sky,Indiabulls Sky Forest Prabhadevi A3,✓ High name similarity 90%; ✓ Same area: Lower Parel; ✓ Same developer: Indiabulls Real Estate; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
2675,Indiabulls Sky Forest,Indiabulls Sky Forest Prabhadevi A3,✓ High name similarity 90%; ✓ Same area: Lower Parel; ✓ Same developer: Indiabulls Real Estate; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
386,Indra Darshan,Indradarshan,✓ High name similarity 96%; ✓ Same area: Oshiwara; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
4225,India Bulls Blue,Indiabulls Blu,✓ High name similarity 93%; ✓ Same area: Worli; ✓ Same developer: Indiabulls Real Estate; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
396,Janaki Centre,Janki Centre,✓ High name similarity 96%; ✓ Same area: Andheri West; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
1385,Jaliyan Height,Jaliyan Heights,✓ High name similarity 97%; ✓ Same area: Borivali East; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
2240,Jeevan Deep,Jeevandeep,✓ High name similarity 95%; ✓ Same area: Kandivali West; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
437,Lashkaria Green Heights,Lashkarya Green Heights,✓ High name similarity 96%; ✓ Same area: Andheri West; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
3209,LandT Crescent Bay,"LandT Crescent Bay, Parel",✓ High name similarity 90%; ✓ Same area: Parel; ✓ Same developer: L&T Realty; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
3330,LandT Veridian,LandT Veridian Powai,✓ High name similarity 90%; ✓ Same area: Powai; ✓ Same developer: L&T Realty; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
525,Neptune Apartment,Neptune Apartments,✓ High name similarity 93%; ✓ Same area: Andheri West; ✓ Same developer: Neptune Group; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
805,Wind Space Amelio,Windspace Amelio,✓ High name similarity 97%; ✓ Same area: Andheri West; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
807,Windsor Grande Residence,Windsor Grande Residences,✓ High name similarity 98%; ✓ Same area: Andheri West; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
0,Windspace Amelio,Winspace Amelio,✓ High name similarity 97%; ✓ Same area: Andheri West; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
3755,Woodstock Garden,Woodstock Gardens,✓ High name similarity 97%; ✓ Same area: Santacruz West; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
2671,Darshan Ricco,Darshan Rico,✓ High name similarity 96%; ✓ Same area: Lower Parel; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
3859,Dosti Imperia,Dosti Imperia Gracia,✓ High name similarity 90%; ✓ Same area: Thane West; ✓ Same developer: Dosti Realty; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
3863,Dosti West County,Dosti West County - Dosti Cedar,✓ High name similarity 90%; ✓ Same area: Thane West; ✓ Same developer: Dosti Realty; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
3863,Dosti West County,Dosti West County Heron,✓ High name similarity 90%; ✓ Same area: Thane West; ✓ Same developer: Dosti Realty; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
3863,Dosti West County,Dosti West County Olive,✓ High name similarity 90%; ✓ Same area: Thane West; ✓ Same developer: Dosti Realty; ✓ Same coordinates (0.0km apart),Score 100 / same area,100,AI,2026-06-26
1662,Island City Centre 1,Island City Centre 2,✓ High name similarity 95%; ✓ Same area: Dadar East; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
3490,Udhyan Darshan,Udyan Darshan,✓ High name similarity 96%; ✓ Same area: Prabhadevi; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
2100,Oyster Shell I,Oyster Shell II,✓ High name similarity 97%; ✓ Same area: Juhu; ✓ Same coordinates (0.0km apart),Rule 3: name>=95% / same area / same coords,85,AI,2026-06-26
